,A,Age,Full_Name,G,GP,PTS,Pos,Season,Team
425,1,24.0,Sean Kuraly,0,8,1,C,2016-17,BOS
426,8,25.0,Sean Kuraly,6,75,14,C,2017-18,BOS
427,0,19.0,Shawn Matthias,2,4,2,C,2007-08,FLA
428,2,20.0,Shawn Matthias,0,16,2,C,2008-09,FLA
429,9,21.0,Shawn Matthias,7,55,16,C,2009-10,FLA
430,10,22.0,Shawn Matthias,6,51,16,C,2010-11,FLA
431,14,23.0,Shawn Matthias,10,79,24,C,2011-12,FLA
432,7,24.0,Shawn Matthias,14,48,21,C,2012-13,FLA
433,11,25.0,Shawn Matthias,12,77,23,C,2013-14,TOT
434,9,26.0,Shawn Matthias,18,78,27,C,2014-15,VAN
435,16,27.0,Shawn Matthias,12,71,28,C,2015-16,TOT
436,4,28.0,Shawn Matthias,8,45,12,LW,2016-17,WPG
437,2,29.0,Shawn Matthias,1,27,3,LW,2017-18,WPG
438,1,24.0,Tim Schaller,1,18,2,C,2014-15,BUF
439,2,25.0,Tim Schaller,1,17,3,C,2015-16,BUF
440,7,26.0,Tim Schaller,7,59,14,C,2016-17,BOS
441,10,27.0,Tim Schaller,12,82,22,C,2017-18,BOS
442,33,23.0,Toby Enstrom,5,82,38,D,2007-08,ATL
443,27,24.0,Toby Enstrom,5,82,32,D,2008-09,ATL
444,44,25.0,Toby Enstrom,6,82,50,D,2009-10,ATL
445,41,26.0,Toby Enstrom,10,72,51,D,2010-11,ATL
446,27,27.0,Toby Enstrom,6,62,33,D,2011-12,WPG
447,11,28.0,Toby Enstrom,4,22,15,D,2012-13,WPG
448,20,29.0,Toby Enstrom,10,82,30,D,2013-14,WPG
449,19,30.0,Toby Enstrom,4,60,23,D,2014-15,WPG
450,14,31.0,Toby Enstrom,2,72,16,D,2015-16,WPG
451,13,32.0,Toby Enstrom,1,60,14,D,2016-17,WPG
452,5,33.0,Toby Enstrom,1,43,6,D,2017-18,WPG
453,0,22.0,Tommy Wingels,0,5,0,C,2010-11,SJS
454,6,23.0,Tommy Wingels,3,33,9,C,2011-12,SJS
455,8,24.0,Tommy Wingels,5,42,13,C,2012-13,SJS
456,22,25.0,Tommy Wingels,16,77,38,C,2013-14,SJS
457,21,26.0,Tommy Wingels,15,75,36,C/RW,2014-15,SJS
458,11,27.0,Tommy Wingels,7,68,18,C,2015-16,SJS
459,2,28.0,Tommy Wingels,2,36,4,C,2016-17,OTT
460,3,29.0,Tommy Wingels,2,18,5,RW,2017-18,BOS
461,1,20.0,Torey Krug,0,2,1,D,2011-12,BOS
462,1,21.0,Torey Krug,0,1,1,D,2012-13,BOS
463,26,22.0,Torey Krug,14,79,40,D,2013-14,BOS
464,27,23.0,Torey Krug,12,78,39,D,2014-15,BOS
465,40,24.0,Torey Krug,4,81,44,D,2015-16,BOS
466,43,25.0,Torey Krug,8,81,51,D,2016-17,BOS
467,45,26.0,Torey Krug,14,76,59,D,2017-18,BOS
468,5,20.0,Trevor Daley,1,27,6,D,2003-04,DAL
469,11,22.0,Trevor Daley,3,81,14,D,2005-06,DAL
470,8,23.0,Trevor Daley,4,74,12,D,2006-07,DAL
471,19,24.0,Trevor Daley,5,82,24,D,2007-08,DAL
472,18,25.0,Trevor Daley,7,75,25,D,2008-09,DAL
473,16,26.0,Trevor Daley,6,77,22,D,2009-10,DAL
474,19,27.0,Trevor Daley,8,82,27,D,2010-11,DAL
475,21,28.0,Trevor Daley,4,79,25,D,2011-12,DAL
476,9,29.0,Trevor Daley,4,44,13,D,2012-13,DAL
477,16,30.0,Trevor Daley,9,67,25,D,2013-14,DAL
478,22,31.0,Trevor Daley,16,68,38,D,2014-15,DAL
479,22,32.0,Trevor Daley,6,82,28,D,2015-16,TOT
480,14,33.0,Trevor Daley,5,56,19,D,2016-17,PIT
481,7,34.0,Trevor Daley,9,77,16,D,2017-18,DET
482,1,24.0,Tucker Poolman,1,24,2,D,2017-18,WPG
483,0,21.0,Tyler Bertuzzi,0,7,0,LW,2016-17,DET
484,17,22.0,Tyler Bertuzzi,7,48,24,LW,2017-18,DET
485,37,19.0,Tyler Myers,11,82,48,D,2009-10,BUF
486,27,20.0,Tyler Myers,10,80,37,D,2010-11,BUF
487,15,21.0,Tyler Myers,8,55,23,D,2011-12,BUF
488,5,22.0,Tyler Myers,3,39,8,D,2012-13,BUF
489,13,23.0,Tyler Myers,9,62,22,D,2013-14,BUF
490,21,24.0,Tyler Myers,7,71,28,D,2014-15,WPG
491,18,25.0,Tyler Myers,9,73,27,D,2015-16,WPG
492,3,26.0,Tyler Myers,2,11,5,D,2016-17,WPG
493,30,27.0,Tyler Myers,6,82,36,D,2017-18,WPG
494,0,20.0,Xavier Ouellet,0,4,0,D,2013-14,DET
495,1,21.0,Xavier Ouellet,2,21,3,D,2014-15,DET
496,1,22.0,Xavier Ouellet,0,5,1,D,2015-16,DET
497,9,23.0,Xavier Ouellet,3,66,12,D,2016-17,DET
498,7,24.0,Xavier Ouellet,0,45,7,D,2017-18,DET
499,1,20.0,Zdeno Chara,0,25,1,D,1997-98,NYI
500,6,21.0,Zdeno Chara,2,59,8,D,1998-99,NYI
501,9,22.0,Zdeno Chara,2,65,11,D,1999-00,NYI
502,7,23.0,Zdeno Chara,2,82,9,D,2000-01,NYI
503,13,24.0,Zdeno Chara,10,75,23,D,2001-02,OTT
504,30,25.0,Zdeno Chara,9,74,39,D,2002-03,OTT
505,25,26.0,Zdeno Chara,16,79,41,D,2003-04,OTT
506,27,28.0,Zdeno Chara,16,71,43,D,2005-06,OTT
507,32,29.0,Zdeno Chara,11,80,43,D,2006-07,BOS
508,34,30.0,Zdeno Chara,17,77,51,D,2007-08,BOS
509,31,31.0,Zdeno Chara,19,80,50,D,2008-09,BOS
510,37,32.0,Zdeno Chara,7,80,44,D,2009-10,BOS
511,30,33.0,Zdeno Chara,14,81,44,D,2010-11,BOS
512,40,34.0,Zdeno Chara,12,79,52,D,2011-12,BOS
513,12,35.0,Zdeno Chara,7,48,19,D,2012-13,BOS
514,23,36.0,Zdeno Chara,17,77,40,D,2013-14,BOS
515,12,37.0,Zdeno Chara,8,63,20,D,2014-15,BOS
516,28,38.0,Zdeno Chara,9,80,37,D,2015-16,BOS
517,19,39.0,Zdeno Chara,10,75,29,D,2016-17,BOS
518,17,40.0,Zdeno Chara,7,73,24,D,2017-18,BOS
