,A,Age,Full_Name,G,GP,PTS,Pos,Season,Team
33889,13,39.0,Tomas Holmstrom,11,74,24,LW,2011-12,DET
33900,7,21.0,Tomas Jurco,8,36,15,RW,2013-14,DET
33901,15,22.0,Tomas Jurco,3,63,18,RW,2014-15,DET
33902,2,23.0,Tomas Jurco,4,44,6,RW,2015-16,DET
33948,0,23.0,Tomas Nosek,0,6,0,C,2015-16,DET
33949,0,24.0,Tomas Nosek,1,11,1,LW,2016-17,DET
33987,0,20.0,Tomas Tatar,1,9,1,C,2010-11,DET
33988,3,22.0,Tomas Tatar,4,18,7,C,2012-13,DET
33989,20,23.0,Tomas Tatar,19,73,39,LW,2013-14,DET
33990,27,24.0,Tomas Tatar,29,82,56,LW/C,2014-15,DET
33991,24,25.0,Tomas Tatar,21,81,45,LW,2015-16,DET
33992,21,26.0,Tomas Tatar,25,82,46,LW,2016-17,DET
34345,7,34.0,Trevor Daley,9,77,16,D,2017-18,DET
34475,1,24.0,Tucker Poolman,1,24,2,D,2017-18,WPG
34528,0,21.0,Tyler Bertuzzi,0,7,0,LW,2016-17,DET
34529,17,22.0,Tyler Bertuzzi,7,48,24,LW,2017-18,DET
34586,21,24.0,Tyler Myers,7,71,28,D,2014-15,WPG
34587,18,25.0,Tyler Myers,9,73,27,D,2015-16,WPG
34588,3,26.0,Tyler Myers,2,11,5,D,2016-17,WPG
34589,30,27.0,Tyler Myers,6,82,36,D,2017-18,WPG
34782,24,25.0,Valtteri Filppula,11,55,35,C,2009-10,DET
34783,23,26.0,Valtteri Filppula,16,71,39,C,2010-11,DET
34784,43,27.0,Valtteri Filppula,23,81,66,C,2011-12,DET
34785,8,28.0,Valtteri Filppula,9,41,17,C,2012-13,DET
35541,0,20.0,Xavier Ouellet,0,4,0,D,2013-14,DET
35542,1,21.0,Xavier Ouellet,2,21,3,D,2014-15,DET
35543,1,22.0,Xavier Ouellet,0,5,1,D,2015-16,DET
35544,9,23.0,Xavier Ouellet,3,66,12,D,2016-17,DET
35545,7,24.0,Xavier Ouellet,0,45,7,D,2017-18,DET
35709,25,21.0,Zach Bogosian,5,65,30,D,2011-12,WPG
35710,9,22.0,Zach Bogosian,5,33,14,D,2012-13,WPG
35711,8,23.0,Zach Bogosian,3,55,11,D,2013-14,WPG
35742,3,24.0,Zach Redmond,1,8,4,D,2012-13,WPG
35743,2,25.0,Zach Redmond,1,10,3,D,2013-14,WPG
